PROVISIONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accident Ref,Borough,Boro,Latitude,Longitude,Easting,Northing,Location,Accident Severity,No. of Casualties in Acc.,No. of Vehicles in Acc.,Accident Date,Day,Time,Highway,Road Class 1,Road No. 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road No 2,Ped. Crossing Decoded,Light Condtions (Banded),Weather,Road Surface,Special Conditions,C/W Hazard,Time,Apolicer_Decoded
1200246261,Lambeth,9,51.47031501,-0.09486237,532420,176315,"On Caldecot Road, Near The Junction With Coldharbour Lane.",3 Slight,1,2,43950,Wednesday,43950.6875,3 Bor,6 Unclassified,0,6 Single Cwy,30,03 T/Stag Jun,9 Unknown (S/R),A,2217,1 Zebra,2 Daylight,1 Fine,2 Road-Wet,0 None,0 None,43950.6875,3 Self Completion
1200246262,Barking & Dagenham,16,51.54021477,0.14869861,549107,184556,"On Church Elm Lane, Near The Junction With Heathway.",3 Slight,1,2,43946,Saturday,43946.50694,3 Bor,5 C,0,6 Single Cwy,30,07 Multi Jun,2 Auto Sig,A,1240,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),9 Unknown (S/R),43946.50694,3 Self Completion
1200246265,Bexley,18,51.45115215,0.10336363,546248,174561,"On Westwood Lane Blackfen , 26 Metres South Of The Junction With Lyndon Avenue.",3 Slight,1,1,43949,Tuesday,43949.30764,3 Bor,5 C,0,6 Single Cwy,30,00 No Jun In 20M,,,0,9 Unknown (S/R),2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43949.30764,3 Self Completion
1200246267,Kensington & Chelsea,12,51.49568883,-0.20287803,524849,178947,"On Warwick Gardens, 15 Metres North Of The Junction With Pembroke Gardens.",3 Slight,1,1,43950,Wednesday,43950.75139,1 Tlrn,4 B,314,2 One-Way St,30,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,8 Central Refuge,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43950.75139,1 Police - At Scene
1200246271,Lambeth,9,51.46785637,-0.12082336,530624,175995,"On Lingham Street London Sw9, Near The Junction With Stockwell Green.",3 Slight,1,2,43949,Tuesday,43949.875,3 Bor,6 Unclassified,0,9 Unknown,20,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,2 Raining,2 Road-Wet,0 None,0 None,43949.875,3 Self Completion
1200246272,Lambeth,9,51.42139176,-0.12875591,530205,170814,"On Streatham High Road, 49 Metres South Of The Junction With Greyhound Lane.. The Nearest Classified Road Was The B272",3 Slight,1,1,43950,Wednesday,43950.76597,1 Tlrn,A,23,3 Dual Cwy,30,00 No Jun In 20M,,,0,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43950.76597,1 Police - At Scene
1200246273,Brent,28,51.56416952,-0.23080902,522726,186515,"On Coles Green Road, Near The Junction With Coles Green .",3 Slight,1,2,43949,Tuesday,43949.17361,3 Bor,6 Unclassified,0,6 Single Cwy,20,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43949.17361,3 Self Completion
1200246275,Bexley,18,51.46709565,0.15784482,549981,176444,"On Erith Road, Near The Junction With Windermere Road .",3 Slight,1,2,43950,Wednesday,43950.79583,3 Bor,A,220,3 Dual Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43950.79583,1 Police - At Scene
1200246279,Brent,28,51.55652232,-0.24556052,521724,185640,"On Dudden Hill Lane, Near The Junction With Prout Grove.",2 Serious,1,2,43950,Wednesday,43950.82361,3 Bor,A,4088,6 Single Cwy,30,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43950.82361,1 Police - At Scene
1200246282,Haringey,31,51.60283869,-0.08708306,532575,191066,"On A1080, Near The Junction With A1080.",3 Slight,1,1,43951,Thursday,43951.00069,1 Tlrn,A,10,6 Single Cwy,30,06 Crossroads,2 Auto Sig,A,10,5 Pedn Phase At Ats,1 Dark,2 Raining,2 Road-Wet,0 None,0 None,43951.00069,1 Police - At Scene
1200246283,Barking & Dagenham,16,51.54578187,0.09346111,545259,185064,"On Longbridge Road, Near The Junction With Southpark Drive.",3 Slight,1,4,43950,Wednesday,43950.97917,3 Bor,A,124,2 One-Way St,30,06 Crossroads,2 Auto Sig,5 C,0,5 Pedn Phase At Ats,1 Dark,2 Raining,2 Road-Wet,1 Traf Sig Out,0 None,43950.97917,1 Police - At Scene
1200246287,Barking & Dagenham,16,51.54192938,0.08507847,544690,184619,"On Longbridge Road, Near The Junction With Park Avenue.",2 Serious,1,5,43950,Wednesday,43950.93611,3 Bor,A,124,6 Single Cwy,30,08 Priv Drive,1 Auth Person,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43950.93611,1 Police - At Scene
1200246289,Hounslow,25,51.44250812,-0.38400263,512407,172740,"On Canterbury Road, 25 Metres South Of The Junction With Norman  Avenue.",3 Slight,1,2,43950,Wednesday,43950.9375,3 Bor,6 Unclassified,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,2 Raining,2 Road-Wet,0 None,0 None,43950.9375,1 Police - At Scene
1200246292,Croydon,20,51.35695658,-0.05143785,535771,163789,"On Gravel Hill, 75 Metres East Of The Junction With Shirley Hills Road.. The Nearest Classified Road Was The B2",3 Slight,2,1,43951,Thursday,43951.06389,3 Bor,A,212,3 Dual Cwy,40,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,2 Raining,2 Road-Wet,0 None,0 None,43951.06389,1 Police - At Scene
1200246296,Barking & Dagenham,16,51.5511556,0.14742516,548983,185770,"On Heathway, Near The Junction With Oxlow Lane.",1 Fatal,1,3,43951,Thursday,43951.25347,3 Bor,A,1240,6 Single Cwy,20,06 Crossroads,2 Auto Sig,5 C,0,5 Pedn Phase At Ats,2 Daylight,1 Fine,2 Road-Wet,0 None,0 None,43951.25347,1 Police - At Scene
1200246298,Camden,2,51.52896432,-0.14584496,528714,182746,"On Outer Circle, Near The Junction With Chester Road .",3 Slight,1,2,43950,Wednesday,43950.55903,3 Bor,6 Unclassified,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,8 Other,1 Road-Dry,0 None,0 None,43950.55903,1 Police - At Scene
1200246303,Newham,17,51.51694601,0.03445566,541257,181742,"On Tollgate Road, 30 Metres East Of The Junction With Newham Way",3 Slight,1,3,43951,Thursday,43951.34722,3 Bor,5 C,0,2 One-Way St,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43951.34722,1 Police - At Scene
1200246304,Ealing,27,51.52620249,-0.27550171,519728,182219,"On A40, Near The Junction With West 5 Centre, Western Avenue.",2 Serious,1,2,43951,Thursday,43951.37083,1 Tlrn,A,40,6 Single Cwy,20,08 Priv Drive,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43951.37083,1 Police - At Scene
1200246311,Waltham Forest,13,51.56210683,-0.01799365,537482,186664,"On Walnut Road, Near The Junction With Walnut Road .",2 Serious,1,1,43951,Thursday,43951.44444,3 Bor,6 Unclassified,0,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43951.44444,1 Police - At Scene
1200246312,Ealing,27,51.54273143,-0.37709502,512640,183896,"On Western Avenue, Near The Junction With Target Roundabout.",3 Slight,2,2,43885,Monday,43885.55486,1 Tlrn,A,40,1 Roundabout,50,01 Roundabout,2 Auto Sig,A,312,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),9 Unknown (S/R),43885.55486,3 Self Completion
1200246313,Hillingdon,26,51.52574942,-0.39111994,511709,181986,"On The Parkway, 0 Metres East Of The Junction With Willow Tree Lane.",3 Slight,1,2,43951,Thursday,43951.46181,1 Tlrn,A,312,1 Roundabout,40,01 Roundabout,4 Give Way/Uncontrolled,5 C,0,0 No Xing Facility In 50M,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43951.46181,1 Police - At Scene
1200246318,Islington,3,51.57040748,-0.12804023,529831,187386,"On St John'S Way, Near The Junction With Hazelville Road.",3 Slight,1,2,43946,Saturday,43946.82292,3 Bor,5 C,0,6 Single Cwy,20,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43946.82292,3 Self Completion
1200246324,Bromley,19,51.40422265,0.00034641,539233,169142,"On Shortlands Road, 5 Metres West Of The Junction With Mays Hill Road.",3 Slight,1,1,43951,Thursday,43951.28542,3 Bor,5 C,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,8 Central Refuge,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43951.28542,1 Police - At Scene
1200246326,Hounslow,25,51.45359359,-0.42820048,509309,173906,"On Gould Road, Near The Junction With Gould Road.",3 Slight,1,2,43943,Wednesday,43943.29514,3 Bor,A,315,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43943.29514,3 Self Completion
1200246327,Merton,22,51.4190318,-0.2430068,522268,170355,"On Drax Avenue, Near The Junction With Almer Road.",3 Slight,1,2,43951,Thursday,43951.55347,3 Bor,6 Unclassified,0,6 Single Cwy,20,06 Crossroads,9 Unknown (S/R),6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43951.55347,3 Self Completion
1200246338,Kensington & Chelsea,12,51.49699453,-0.17388288,526858,179142,"On Exhibition Road Museums, South Kensington, Knightsbridge, Sw7 , Near The Junction With None.",3 Slight,1,2,43951,Thursday,43951.65278,3 Bor,5 C,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,2 Road-Wet,0 None,0 None,43951.65278,3 Self Completion
1200246341,Haringey,31,51.57851452,-0.06683027,534049,188398,"On Wargrave Avenue, Near The Junction With Elm Park Avenue.",3 Slight,1,2,43950,Wednesday,43950.46875,3 Bor,6 Unclassified,0,2 One-Way St,20,09 Other Jun,9 Unknown (S/R),6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43950.46875,3 Self Completion
1200246343,Tower Hamlets,5,51.52494455,-0.03484595,536425,182500,"On Mile End Road, Near The Junction With Burdett Road, London.",3 Slight,2,2,43951,Thursday,43951.61458,1 Tlrn,A,11,3 Dual Cwy,30,06 Crossroads,2 Auto Sig,A,1205,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43951.61458,1 Police - At Scene
1200246348,Lewisham,7,51.42606318,-0.0501687,535655,171476,"On Sydenham Road, Near The Junction With Tannsfeld Road.",3 Slight,1,2,43951,Thursday,43951.72083,3 Bor,A,212,6 Single Cwy,20,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43951.72083,1 Police - At Scene
1200246349,Enfield,32,51.67945815,-0.05122147,534831,199652,"On Great Cambridge Road, Near The Junction With Bullsmoor Lane.",3 Slight,1,2,43949,Tuesday,43949.64583,1 Tlrn,A,10,3 Dual Cwy,40,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,8 Other,1 Road-Dry,0 None,0 None,43949.64583,3 Self Completion
1200246353,Westminster,1,51.52576377,-0.19549457,525279,182304,"On Elgin Avenue, Near The Junction With Oakington Road.",3 Slight,1,2,43951,Thursday,43951.75903,3 Bor,5 C,0,3 Dual Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43951.75903,1 Police - At Scene
1200246354,Southwark,8,51.48915875,-0.07473166,533763,178447,"On Humphrey Street, Near The Junction With Rolls Road.",3 Slight,1,1,43951,Thursday,43951.72639,3 Bor,4 B,204,1 Roundabout,30,01 Roundabout,4 Give Way/Uncontrolled,4 B,214,1 Zebra,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43951.72639,1 Police - At Scene
1200246357,Kensington & Chelsea,12,51.5200475,-0.21154753,524181,181641,"On Ladbroke Grove, Near The Junction With Chesterton Road .",3 Slight,1,2,43951,Thursday,43951.75347,3 Bor,4 B,450,6 Single Cwy,30,06 Crossroads,4 Give Way/Uncontrolled,5 C,0,1 Zebra,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43951.75347,1 Police - At Scene
1200246359,Westminster,1,51.53118365,-0.21530645,523890,182873,"On Kilburn Lane, Near The Junction With Kilburn Lane.",3 Slight,2,2,43950,Wednesday,43950.88681,3 Bor,4 B,413,7 Slip Rd,30,03 T/Stag Jun,4 Give Way/Uncontrolled,4 B,450,1 Zebra,1 Dark,1 Fine,9 Unknown (S/R),0 None,0 None,43950.88681,3 Self Completion
1200246360,Hackney,4,51.56494287,-0.05856058,534662,186904,"On Knightland Road, 100 Metres South Of The Junction With Warwick Grove.",3 Slight,1,1,43951,Thursday,43951.83403,3 Bor,6 Unclassified,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,2 Raining,2 Road-Wet,0 None,0 None,43951.83403,1 Police - At Scene
1200246367,Lambeth,9,51.42790008,-0.09956152,532216,171590,"On Gipsy Road, 40 Metres East Of The Junction With Norwood Road.. The Nearest Classified Road Was The B232",2 Serious,2,4,43951,Thursday,43951.76042,3 Bor,6 Unclassified,0,3 Dual Cwy,20,00 No Jun In 20M,,,0,5 Pedn Phase At Ats,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43951.76042,1 Police - At Scene
1200246368,Lambeth,9,51.48849291,-0.11120315,531233,178307,"On Kennington Lane, 5 Metres East Of The Junction With Cleaver Street.",3 Slight,1,2,43950,Wednesday,43950.70139,1 Tlrn,A,3204,6 Single Cwy,30,06 Crossroads,2 Auto Sig,A,23,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43950.70139,3 Self Completion
1200246378,Lambeth,9,51.42411426,-0.08356526,533339,171198,"On Gipsy Hill, Near The Junction With Sainsbury Road.",3 Slight,1,2,43951,Thursday,43951.86944,3 Bor,5 C,0,6 Single Cwy,30,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,8 Other,2 Road-Wet,0 None,0 None,43951.86944,1 Police - At Scene
1200246381,Ealing,27,51.51948708,-0.3303696,515939,181384,"On Copley Close, Near The Junction With Cheyne Path.",3 Slight,1,2,43951,Thursday,43951.77083,3 Bor,6 Unclassified,0,6 Single Cwy,20,08 Priv Drive,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43951.77083,1 Police - At Scene
1200246384,Lewisham,7,51.44602508,-0.01945718,537730,173753,"On Rushey Green, Near The Junction With Brownhill Road .",3 Slight,1,4,43951,Thursday,43951.99653,1 Tlrn,A,21,2 One-Way St,30,03 T/Stag Jun,2 Auto Sig,A,21,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,4 Roadworks,2 Other Object In Cwy,43951.99653,1 Police - At Scene
1200246388,Hillingdon,26,51.49811891,-0.46853624,506403,178798,"On Coleridge Way, Near The Junction With Harmondsworth Road.",3 Slight,1,2,43951,Thursday,43951.925,3 Bor,5 C,0,3 Dual Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,8 Central Refuge,1 Dark,1 Fine,2 Road-Wet,0 None,0 None,43951.925,1 Police - At Scene
1200246389,Hillingdon,26,51.51776254,-0.45313281,507426,181005,"On Stockley Road, Near The Junction With West Drayton Road.",3 Slight,1,1,43952,Friday,43952.13125,3 Bor,4 B,465,1 Roundabout,50,01 Roundabout,4 Give Way/Uncontrolled,A,408,0 No Xing Facility In 50M,1 Dark,1 Fine,2 Road-Wet,0 None,0 None,43952.13125,1 Police - At Scene
1200246393,Merton,22,51.39711102,-0.12987646,530196,168112,"On Berkshire Way, Near The Junction With Yorkshire Way.",3 Slight,1,2,43945,Friday,43945.55139,3 Bor,6 Unclassified,0,6 Single Cwy,30,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,9 Unknown (S/R),2 Daylight,8 Other,9 Unknown (S/R),0 None,0 None,43945.55139,3 Self Completion
1200246394,Hammersmith & Fulham,11,51.50809508,-0.21855823,523727,180300,On A3220 West Cross Route 70 Metres North Of The Junction With Sb Slip Road Of West Cross Route (East Of Westfield),3 Slight,1,2,43909,Thursday,43909.89583,1 Tlrn,A,3220,3 Dual Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,8 Other,9 Unknown (S/R),0 None,0 None,43909.89583,3 Self Completion
1200246397,Kingston-Upon-Thames,23,51.37103611,-0.30143701,518329,164922,"On Hunters Road, Near The Junction With Hunters Road.",3 Slight,2,2,43952,Friday,43952.31875,3 Bor,6 Unclassified,0,1 Roundabout,20,02 Mini,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,8 Other,1 Road-Dry,0 None,0 None,43952.31875,1 Police - At Scene
1200246398,Merton,22,51.42386637,-0.22725765,523350,170919,"On West Side Common, Near The Junction With Cannizzaro Road.",3 Slight,1,2,43948,Monday,43948.84722,3 Bor,4 B,281,9 Unknown,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,9 Unknown (S/R),1 Dark,9 Unknown,9 Unknown (S/R),9 Unknown (S/R),9 Unknown (S/R),43948.84722,3 Self Completion
1200246399,Havering,15,51.58136701,0.20873585,553132,189256,"On Upper Brentwood Road, Near The Junction With Station Road.",2 Serious,1,2,43952,Friday,43952.375,3 Bor,5 C,0,1 Roundabout,30,01 Roundabout,4 Give Way/Uncontrolled,5 C,0,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43952.375,1 Police - At Scene
1200246400,Haringey,31,51.57912206,-0.14736889,528467,188321,"On Muswell Hil Road, Near The Junction With Cranley Gardens.",3 Slight,1,2,43952,Friday,43952.34375,3 Bor,4 B,550,1 Roundabout,20,01 Roundabout,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43952.34375,1 Police - At Scene
1200246403,Enfield,32,51.64274613,-0.13053976,529452,195426,"On Chase Road, Near The Junction With Avenue Road.",2 Serious,1,1,43952,Friday,43952.34583,3 Bor,5 C,0,1 Roundabout,30,01 Roundabout,4 Give Way/Uncontrolled,5 C,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43952.34583,1 Police - At Scene
1200246404,Brent,28,51.56463917,-0.23154102,522674,186566,"On Byron Road, Near The Junction With Coles Green Road.",3 Slight,1,2,43951,Thursday,43951.625,3 Bor,6 Unclassified,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43951.625,3 Self Completion
1200246406,Barnet,30,51.61572851,-0.27596716,519461,192174,"On Edgwarebury Lane, 10 Metres North Of The Junction With Hale Lane.",2 Serious,1,1,43952,Friday,43952.41528,3 Bor,A,5100,1 Roundabout,30,01 Roundabout,2 Auto Sig,5 C,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43952.41528,1 Police - At Scene
1200246407,Redbridge,14,51.59364734,0.03793809,541261,190278,"On Southend Road, Near The Junction With North Circular Road.",3 Slight,1,2,43950,Wednesday,43950.90972,1 Tlrn,A,1400,1 Roundabout,50,01 Roundabout,2 Auto Sig,A,406,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43950.90972,3 Self Completion
1200246410,Hillingdon,26,51.5164205,-0.40068776,511068,180934,"On Ossie Garvin Roundabout, 2 Metres East Of The Junction With Uxbridge Road.",3 Slight,1,2,43952,Friday,43952.29514,1 Tlrn,A,312,1 Roundabout,40,07 Multi Jun,2 Auto Sig,A,4020,5 Pedn Phase At Ats,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43952.29514,1 Police - At Scene
1200246411,Kensington & Chelsea,12,51.50310785,-0.21466071,524011,179752,"On Holland Road, 50 Metres South Of The Junction With Addison Gardens.",3 Slight,1,2,43952,Friday,43952.50694,1 Tlrn,A,3220,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,2 Road-Wet,0 None,0 None,43952.50694,1 Police - At Scene
1200246414,Croydon,20,51.39133869,-0.11869942,530990,167490,"On Thornton Road, 30 Metres North Of The Junction With Keston Rd.",3 Slight,1,2,43951,Thursday,43951.54167,1 Tlrn,A,23,9 Unknown,30,00 No Jun In 20M,,,0,9 Unknown (S/R),2 Daylight,8 Other,1 Road-Dry,9 Unknown (S/R),9 Unknown (S/R),43951.54167,3 Self Completion
1200246416,Greenwich,6,51.5018727,0.12080025,547296,180236,"On Ringside Court, Near The Junction With Eastern Way.",3 Slight,1,2,43952,Friday,43952.45833,3 Bor,A,2041,1 Roundabout,30,01 Roundabout,4 Give Way/Uncontrolled,A,2016,0 No Xing Facility In 50M,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43952.45833,1 Police - At Scene
1200246417,Lambeth,9,51.46387085,-0.13253315,529822,175531,"On Clapham High Street, Near The Junction With Edgeley Road.",3 Slight,1,2,43952,Friday,43952.32639,1 Tlrn,A,3,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43952.32639,1 Police - At Scene
1200246419,Hillingdon,26,51.56572075,-0.44720588,507724,186347,"On Swakeleys Road, 55 Metres North Of The Junction With Rectory Way.",3 Slight,1,2,43952,Friday,43952.5625,3 Bor,4 B,467,3 Dual Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,8 Other,2 Road-Wet,0 None,0 None,43952.5625,1 Police - At Scene
1200246420,Harrow,29,51.55802151,-0.3611439,513708,185621,"On Northolt Road, Near The Junction With Asda Store Turning.",3 Slight,2,2,43952,Friday,43952.53611,3 Bor,A,312,6 Single Cwy,30,08 Priv Drive,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43952.53611,1 Police - At Scene
1200246423,Redbridge,14,51.56446173,0.11040671,546374,187175,"On Goodmayes Road Junction With Kinfaun Road, Ilford.",2 Serious,1,2,43951,Thursday,43951.65625,3 Bor,4 B,177,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43951.65625,1 Police - At Scene
1200246425,Bromley,19,51.41912768,-0.05167191,535571,170702,"On Lennard Road, Near The Junction With Parish Lane.",3 Slight,1,2,43949,Tuesday,43949.82292,3 Bor,A,213,9 Unknown,20,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,9 Unknown (S/R),2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43949.82292,3 Self Completion
1200246426,Newham,17,51.53278679,0.0222573,540362,183480,"On Terrace Road, 40 Metres North Of The Junction With Pelly Road.",3 Slight,1,1,43952,Friday,43952.60417,3 Bor,A,114,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43952.60417,3 Self Completion
1200246429,Barnet,30,51.59669726,-0.20312236,524556,190179,"On Hendon Lane, 50 Metres North Of The Junction With Windsor Road.",3 Slight,1,2,43952,Friday,43952.63333,3 Bor,A,504,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,2 Road-Wet,0 None,0 None,43952.63333,1 Police - At Scene
1200246432,Brent,28,51.56974692,-0.31532617,516854,186997,"On Audrey Gardens, 150 Metres North Of The Junction With Novel Road.",3 Slight,1,1,43952,Friday,43952.625,3 Bor,6 Unclassified,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,8 Other,2 Road-Wet,0 None,0 None,43952.625,1 Police - At Scene
1200246433,Hammersmith & Fulham,11,51.46836992,-0.21116488,524348,175895,"On Fulham High Street, Near The Junction With Gonville Street.",3 Slight,1,2,43952,Friday,43952.55764,3 Bor,A,219,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43952.55764,1 Police - At Scene
1200246436,Lewisham,7,51.46457719,-0.0136009,538081,175827,"On Rennell Street, 37 Metres East Of The Junction With Station Road.",3 Slight,1,2,43952,Friday,43952.56944,1 Tlrn,A,20,6 Single Cwy,20,00 No Jun In 20M,,,0,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),9 Unknown (S/R),43952.56944,3 Self Completion
1200246437,Barking & Dagenham,16,51.53554464,0.09365478,545305,183926,"On Ripple Road, Near The Junction With Lancaster Avenue .",3 Slight,3,2,43952,Friday,43952.67708,3 Bor,A,123,3 Dual Cwy,30,06 Crossroads,2 Auto Sig,6 Unclassified,0,5 Pedn Phase At Ats,2 Daylight,2 Raining,2 Road-Wet,0 None,0 None,43952.67708,1 Police - At Scene
1200246442,Westminster,1,51.52154106,-0.19282188,525476,181839,"On Torquay Street  W2, Near The Junction With Harrow Road W2.",3 Slight,1,2,43952,Friday,43952.70833,3 Bor,6 Unclassified,0,6 Single Cwy,30,03 T/Stag Jun,2 Auto Sig,A,404,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43952.70833,1 Police - At Scene
1200246445,Islington,3,51.54617607,-0.10141542,531746,184739,"On Saint Paul'S Road, 60 Metres West Of The Junction With Canonbury Road N1.",3 Slight,1,1,43952,Friday,43952.81597,3 Bor,A,1201,6 Single Cwy,20,00 No Jun In 20M,,,0,4 Pelican Or Similar,2 Daylight,1 Fine,2 Road-Wet,0 None,0 None,43952.81597,1 Police - At Scene
1200246447,Lewisham,7,51.46214129,-0.00836566,538452,175566,"On Lee High Road, Near The Junction With Clarendon Rise.",3 Slight,1,2,43952,Friday,43952.72222,1 Tlrn,A,20,3 Dual Cwy,30,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43952.72222,1 Police - At Scene
